BioSample	Experiment	InsertSize	MBases	MBytes	Run	SRA_Sample	Sample_Name	description	sample_name	sample_title	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	biomaterial_provider	bioproject_id	cell_line	cell_type	dev_stage	disease	sex	tissue_type
SAMD00066337	DRX070328	631	162	110	DRR076484	DRS035098	DRS035098	Sample ID: CAGE_5_E06, Run: 1772-123-073, Well: E06, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_E06	CAGE_5_E06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066338	DRX070329	631	121	82	DRR076485	DRS035099	DRS035099	Sample ID: CAGE_5_E07, Run: 1772-123-073, Well: E07, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_E07	CAGE_5_E07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066339	DRX070330	631	96	66	DRR076486	DRS035100	DRS035100	Sample ID: CAGE_5_E08, Run: 1772-123-073, Well: E08, Cell curation: Red, Timepoint: t06, QC pass: TRUE, Lane6	CAGE_5_E08	CAGE_5_E08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066340	DRX070331	631	106	72	DRR076487	DRS035101	DRS035101	Sample ID: CAGE_5_E09, Run: 1772-123-073, Well: E09, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_E09	CAGE_5_E09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066341	DRX070332	631	111	76	DRR076488	DRS035102	DRS035102	Sample ID: CAGE_5_E10, Run: 1772-123-073, Well: E10, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_E10	CAGE_5_E10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066342	DRX070333	631	143	97	DRR076489	DRS035103	DRS035103	Sample ID: CAGE_5_E11, Run: 1772-123-073, Well: E11, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_E11	CAGE_5_E11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066343	DRX070334	631	145	99	DRR076490	DRS035104	DRS035104	Sample ID: CAGE_5_E12, Run: 1772-123-073, Well: E12, Cell curation: Red, Timepoint: t06, QC pass: TRUE, Lane6	CAGE_5_E12	CAGE_5_E12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066344	DRX070335	631	77	53	DRR076491	DRS035105	DRS035105	Sample ID: CAGE_5_F01, Run: 1772-123-073, Well: F01, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_F01	CAGE_5_F01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066345	DRX070336	631	91	62	DRR076492	DRS035106	DRS035106	Sample ID: CAGE_5_F02, Run: 1772-123-073, Well: F02, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_F02	CAGE_5_F02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066346	DRX070337	631	44	30	DRR076493	DRS035107	DRS035107	Sample ID: CAGE_5_F03, Run: 1772-123-073, Well: F03, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_F03	CAGE_5_F03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066347	DRX070338	631	118	81	DRR076494	DRS035108	DRS035108	Sample ID: CAGE_5_F04, Run: 1772-123-073, Well: F04, Cell curation: Red, Timepoint: t06, QC pass: TRUE, Lane6	CAGE_5_F04	CAGE_5_F04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066348	DRX070339	631	114	78	DRR076495	DRS035109	DRS035109	Sample ID: CAGE_5_F05, Run: 1772-123-073, Well: F05, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_F05	CAGE_5_F05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066349	DRX070340	631	147	100	DRR076496	DRS035110	DRS035110	Sample ID: CAGE_5_F06, Run: 1772-123-073, Well: F06, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_F06	CAGE_5_F06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066350	DRX070341	631	121	82	DRR076497	DRS035111	DRS035111	Sample ID: CAGE_5_F07, Run: 1772-123-073, Well: F07, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_F07	CAGE_5_F07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066351	DRX070342	631	104	72	DRR076498	DRS035112	DRS035112	Sample ID: CAGE_5_F08, Run: 1772-123-073, Well: F08, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_F08	CAGE_5_F08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066352	DRX070343	631	118	81	DRR076499	DRS035113	DRS035113	Sample ID: CAGE_5_F09, Run: 1772-123-073, Well: F09, Cell curation: Green, Timepoint: t00, QC pass: TRUE, Lane6	CAGE_5_F09	CAGE_5_F09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066353	DRX070344	631	108	74	DRR076500	DRS035114	DRS035114	Sample ID: CAGE_5_F10, Run: 1772-123-073, Well: F10, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_F10	CAGE_5_F10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066354	DRX070345	631	169	115	DRR076501	DRS035115	DRS035115	Sample ID: CAGE_5_F11, Run: 1772-123-073, Well: F11, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_F11	CAGE_5_F11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066355	DRX070346	631	134	92	DRR076502	DRS035116	DRS035116	Sample ID: CAGE_5_F12, Run: 1772-123-073, Well: F12, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_F12	CAGE_5_F12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066356	DRX070347	631	84	58	DRR076503	DRS035117	DRS035117	Sample ID: CAGE_5_G01, Run: 1772-123-073, Well: G01, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_G01	CAGE_5_G01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066357	DRX070348	631	96	66	DRR076504	DRS035118	DRS035118	Sample ID: CAGE_5_G02, Run: 1772-123-073, Well: G02, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_G02	CAGE_5_G02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066358	DRX070349	631	52	36	DRR076505	DRS035119	DRS035119	Sample ID: CAGE_5_G03, Run: 1772-123-073, Well: G03, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_G03	CAGE_5_G03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066359	DRX070350	631	106	73	DRR076506	DRS035120	DRS035120	Sample ID: CAGE_5_G04, Run: 1772-123-073, Well: G04, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_G04	CAGE_5_G04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066360	DRX070351	631	119	81	DRR076507	DRS035121	DRS035121	Sample ID: CAGE_5_G05, Run: 1772-123-073, Well: G05, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_G05	CAGE_5_G05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066361	DRX070352	631	139	95	DRR076508	DRS035122	DRS035122	Sample ID: CAGE_5_G06, Run: 1772-123-073, Well: G06, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_G06	CAGE_5_G06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066362	DRX070353	631	144	98	DRR076509	DRS035123	DRS035123	Sample ID: CAGE_5_G07, Run: 1772-123-073, Well: G07, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_G07	CAGE_5_G07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066363	DRX070354	631	115	79	DRR076510	DRS035124	DRS035124	Sample ID: CAGE_5_G08, Run: 1772-123-073, Well: G08, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_G08	CAGE_5_G08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066364	DRX070355	631	119	81	DRR076511	DRS035125	DRS035125	Sample ID: CAGE_5_G09, Run: 1772-123-073, Well: G09, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_G09	CAGE_5_G09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066365	DRX070356	631	94	64	DRR076512	DRS035126	DRS035126	Sample ID: CAGE_5_G10, Run: 1772-123-073, Well: G10, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_G10	CAGE_5_G10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066366	DRX070357	631	112	77	DRR076513	DRS035127	DRS035127	Sample ID: CAGE_5_G11, Run: 1772-123-073, Well: G11, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_G11	CAGE_5_G11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066367	DRX070358	631	141	96	DRR076514	DRS035128	DRS035128	Sample ID: CAGE_5_G12, Run: 1772-123-073, Well: G12, Cell curation: Green, Timepoint: t00, QC pass: TRUE, Lane6	CAGE_5_G12	CAGE_5_G12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066368	DRX070359	631	96	66	DRR076515	DRS035129	DRS035129	Sample ID: CAGE_5_H01, Run: 1772-123-073, Well: H01, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_H01	CAGE_5_H01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066369	DRX070360	631	107	74	DRR076516	DRS035130	DRS035130	Sample ID: CAGE_5_H02, Run: 1772-123-073, Well: H02, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_H02	CAGE_5_H02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066370	DRX070361	631	63	43	DRR076517	DRS035131	DRS035131	Sample ID: CAGE_5_H03, Run: 1772-123-073, Well: H03, Cell curation: Double, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_H03	CAGE_5_H03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066371	DRX070362	631	109	75	DRR076518	DRS035132	DRS035132	Sample ID: CAGE_5_H04, Run: 1772-123-073, Well: H04, Cell curation: G/R, Timepoint: t24, QC pass: TRUE, Lane6	CAGE_5_H04	CAGE_5_H04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066372	DRX070363	631	120	82	DRR076519	DRS035133	DRS035133	Sample ID: CAGE_5_H05, Run: 1772-123-073, Well: H05, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_H05	CAGE_5_H05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066373	DRX070364	631	119	82	DRR076520	DRS035134	DRS035134	Sample ID: CAGE_5_H06, Run: 1772-123-073, Well: H06, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_H06	CAGE_5_H06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066374	DRX070365	631	153	105	DRR076521	DRS035135	DRS035135	Sample ID: CAGE_5_H07, Run: 1772-123-073, Well: H07, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_H07	CAGE_5_H07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066375	DRX070366	631	117	81	DRR076522	DRS035136	DRS035136	Sample ID: CAGE_5_H08, Run: 1772-123-073, Well: H08, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_H08	CAGE_5_H08	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066376	DRX070367	631	112	77	DRR076523	DRS035137	DRS035137	Sample ID: CAGE_5_H09, Run: 1772-123-073, Well: H09, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_H09	CAGE_5_H09	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066377	DRX070368	631	89	61	DRR076524	DRS035138	DRS035138	Sample ID: CAGE_5_H10, Run: 1772-123-073, Well: H10, Cell curation: Green, Timepoint: t00, QC pass: TRUE, Lane6	CAGE_5_H10	CAGE_5_H10	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066378	DRX070369	631	172	118	DRR076525	DRS035139	DRS035139	Sample ID: CAGE_5_H11, Run: 1772-123-073, Well: H11, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_H11	CAGE_5_H11	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066379	DRX070370	631	123	85	DRR076526	DRS035140	DRS035140	Sample ID: CAGE_5_H12, Run: 1772-123-073, Well: H12, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane6	CAGE_5_H12	CAGE_5_H12	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066380	DRX070371	631	182	126	DRR076527	DRS035141	DRS035141	Sample ID: CAGE_6_A01, Run: 1772-123-074, Well: A01, Cell curation: Green, Timepoint: t24, QC pass: TRUE, Lane7	CAGE_6_A01	CAGE_6_A01	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066381	DRX070372	657	235	161	DRR076528	DRS035142	DRS035142	Sample ID: CAGE_6_A02, Run: 1772-123-074, Well: A02, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_A02	CAGE_6_A02	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066382	DRX070373	657	166	114	DRR076529	DRS035143	DRS035143	Sample ID: CAGE_6_A03, Run: 1772-123-074, Well: A03, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_A03	CAGE_6_A03	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066383	DRX070374	657	261	180	DRR076530	DRS035144	DRS035144	Sample ID: CAGE_6_A04, Run: 1772-123-074, Well: A04, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_A04	CAGE_6_A04	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066384	DRX070375	657	256	176	DRR076531	DRS035145	DRS035145	Sample ID: CAGE_6_A05, Run: 1772-123-074, Well: A05, Cell curation: G/R, Timepoint: t06, QC pass: TRUE, Lane7	CAGE_6_A05	CAGE_6_A05	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066385	DRX070376	657	214	147	DRR076532	DRS035146	DRS035146	Sample ID: CAGE_6_A06, Run: 1772-123-074, Well: A06, Cell curation: No, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_A06	CAGE_6_A06	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
SAMD00066386	DRX070377	657	349	240	DRR076533	DRS035147	DRS035147	Sample ID: CAGE_6_A07, Run: 1772-123-074, Well: A07, Cell curation: Dead, Timepoint: NA, QC pass: FALSE, Lane7	CAGE_6_A07	CAGE_6_A07	OTHER	102	PRJDB5282	RIKEN_CLST_DGT	public	sra	ncbi	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	2016-11-17	Homo sapiens	ILLUMINA	2016-11-17	DRP003337	ATCC	PRJDB5282	A549	epithelial	58 years old	carcinoma	male	lung
